Sample_ID,Project_ID,Group,Country,environmental_material,Region,Continent,Instrument,Sequencing_Center
SRR5240666,PRJNA369713,Ambulance,USA,RearCabinets_counters,S_e,North America,Illumina_HiSeq_2500,WCMC
SRR5240667,PRJNA369713,Ambulance,USA,RearHandles_rails,S_e,North America,Illumina_HiSeq_2500,WCMC
SRR5240668,PRJNA369713,Ambulance,USA,Stretcher,S_e,North America,Illumina_HiSeq_2500,WCMC
SRR5240669,PRJNA369713,Ambulance,USA,Computer,S_e,North America,Illumina_HiSeq_2500,WCMC
SRR5240670,PRJNA369713,Ambulance,USA,Computer,S_e,North America,Illumina_HiSeq_2500,WCMC
SRR5240671,PRJNA369713,Ambulance,USA,Computer,S_e,North America,Illumina_HiSeq_2500,WCMC
SRR5240672,PRJNA369713,Ambulance,USA,RearBench_seats,S_e,North America,Illumina_HiSeq_2500,WCMC
SRR5240673,PRJNA369713,Ambulance,USA,Computer,S_e,North America,Illumina_HiSeq_2500,WCMC
SRR5240674,PRJNA369713,Ambulance,USA,Computer,S_e,North America,Illumina_HiSeq_2500,WCMC
SRR5240675,PRJNA369713,Ambulance,USA,Computer,S_e,North America,Illumina_HiSeq_2500,WCMC
SRR5240677,PRJNA369713,Ambulance,USA,Computer,S_e,North America,Illumina_HiSeq_2500,WCMC
SRR5240679,PRJNA369713,Ambulance,USA,Computer,S_e,North America,Illumina_HiSeq_2500,WCMC
SRR5240680,PRJNA369713,Ambulance,USA,Computer,E_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240681,PRJNA369713,Ambulance,USA,Computer,E_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240682,PRJNA369713,Ambulance,USA,Computer,E_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240683,PRJNA369713,Ambulance,USA,Computer,E_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240684,PRJNA369713,Ambulance,USA,Computer,E_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240685,PRJNA369713,Ambulance,USA,Computer,E_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5240686,PRJNA369713,Ambulance,USA,Computer,E_coast,North America,Illumina_HiSeq_2500,WCMC
SRR5420280,PRJNA376580,Hosp_env,USA,Monitor,Pittsburgh,North America,Illumina_HiSeq_4000,NONE
SRR6145058,PRJNA413474,Public_transp,China,Palm_TC_line,Hong Kong,Asia,Illumina_HiSeq_2000,UHK
SRR6145059,PRJNA413474,Public_transp,China,Palm_WR_line,Hong Kong,Asia,Illumina_HiSeq_2000,UHK
SRR6145060,PRJNA413474,Public_transp,China,Palm_WR_line,Hong Kong,Asia,Illumina_HiSeq_2000,UHK
SRR6145061,PRJNA413474,Public_transp,China,Palm_TC_line,Hong Kong,Asia,Illumina_HiSeq_2000,UHK
SRR6145062,PRJNA413474,Public_transp,China,Palm_TW_line,Hong Kong,Asia,Illumina_HiSeq_2000,UHK
SRR6145063,PRJNA413474,Public_transp,China,Palm_TW_line,Hong Kong,Asia,Illumina_HiSeq_2000,UHK
SRR6145064,PRJNA413474,Public_transp,China,Palm_MOS_line,Hong Kong,Asia,Illumina_HiSeq_2000,UHK
SRR6145065,PRJNA413474,Public_transp,China,Palm_ER_line,Hong Kong,Asia,Illumina_HiSeq_2000,UHK
SRR6145066,PRJNA413474,Public_transp,China,Palm_MOS_line,Hong Kong,Asia,Illumina_HiSeq_2000,UHK
SRR6145067,PRJNA413474,Public_transp,China,Palm_ER_line,Hong Kong,Asia,Illumina_HiSeq_2000,UHK
SRR6145068,PRJNA413474,Public_transp,China,Palm_MOS_line,Hong Kong,Asia,Illumina_HiSeq_2000,UHK
SRR6145069,PRJNA413474,Public_transp,China,Palm_ER_line,Hong Kong,Asia,Illumina_HiSeq_2000,UHK
SRR6145070,PRJNA413474,Public_transp,China,Palm_TC_line,Hong Kong,Asia,Illumina_HiSeq_2000,UHK
SRR6145071,PRJNA413474,Public_transp,China,Palm_TW_line,Hong Kong,Asia,Illumina_HiSeq_2000,UHK
SRR6145072,PRJNA413474,Public_transp,China,Palm_WR_line,Hong Kong,Asia,Illumina_HiSeq_2000,UHK
SRR6145073,PRJNA413474,Public_transp,China,Palm_TC_line,Hong Kong,Asia,Illumina_HiSeq_2000,UHK
SRR6145074,PRJNA413474,Public_transp,China,Palm_TW_line,Hong Kong,Asia,Illumina_HiSeq_2000,UHK
SRR6145075,PRJNA413474,Public_transp,China,Palm_WR_line,Hong Kong,Asia,Illumina_HiSeq_2000,UHK
SRR6145076,PRJNA413474,Public_transp,China,Palm_ISLAND_line,Hong Kong,Asia,Illumina_HiSeq_2000,UHK
SRR6145078,PRJNA413474,Public_transp,China,Palm_TC_line,Hong Kong,Asia,Illumina_HiSeq_2000,UHK
SRR6145079,PRJNA413474,Public_transp,China,Palm_ISLAND_line,Hong Kong,Asia,Illumina_HiSeq_2000,UHK
SRR6145080,PRJNA413474,Public_transp,China,Palm_WR_line,Hong Kong,Asia,Illumina_HiSeq_2000,UHK
SRR6145081,PRJNA413474,Public_transp,China,Palm_WR_line,Hong Kong,Asia,Illumina_HiSeq_2000,UHK
SRR6145082,PRJNA413474,Public_transp,China,Palm_TW_line,Hong Kong,Asia,Illumina_HiSeq_2000,UHK
SRR6145083,PRJNA413474,Public_transp,China,Palm_KT_line,Hong Kong,Asia,Illumina_HiSeq_2000,UHK
SRR6145084,PRJNA413474,Public_transp,China,Palm_KT_line,Hong Kong,Asia,Illumina_HiSeq_2000,UHK
SRR6145085,PRJNA413474,Public_transp,China,Palm_ISLAND_line,Hong Kong,Asia,Illumina_HiSeq_2000,UHK
SRR6145086,PRJNA413474,Public_transp,China,Palm_TKO_line,Hong Kong,Asia,Illumina_HiSeq_2000,UHK
SRR6145087,PRJNA413474,Public_transp,China,Palm_TKO_line,Hong Kong,Asia,Illumina_HiSeq_2000,UHK
SRR6145088,PRJNA413474,Public_transp,China,Palm_KT_line,Hong Kong,Asia,Illumina_HiSeq_2000,UHK
SRR6145089,PRJNA413474,Public_transp,China,Palm_ISLAND_line,Hong Kong,Asia,Illumina_HiSeq_2000,UHK
SRR6145090,PRJNA413474,Public_transp,China,Palm_TKO_line,Hong Kong,Asia,Illumina_HiSeq_2000,UHK
SRR6145091,PRJNA413474,Public_transp,China,Palm_KT_line,Hong Kong,Asia,Illumina_HiSeq_2000,UHK
SRR6145092,PRJNA413474,Public_transp,China,Palm_ER_line,Hong Kong,Asia,Illumina_HiSeq_2000,UHK
SRR6145093,PRJNA413474,Public_transp,China,Palm_MOS_line,Hong Kong,Asia,Illumina_HiSeq_2000,UHK
SRR6145094,PRJNA413474,Public_transp,China,Palm_ER_line,Hong Kong,Asia,Illumina_HiSeq_2000,UHK
SRR6145095,PRJNA413474,Public_transp,China,Palm_MOS_line,Hong Kong,Asia,Illumina_HiSeq_2000,UHK
SRR6145096,PRJNA413474,Public_transp,China,Palm_TW_line,Hong Kong,Asia,Illumina_HiSeq_2000,UHK
SRR6145097,PRJNA413474,Public_transp,China,Palm_TC_line,Hong Kong,Asia,Illumina_HiSeq_2000,UHK
SRR6145098,PRJNA413474,Public_transp,China,Palm_ER_line,Hong Kong,Asia,Illumina_HiSeq_2000,UHK
SRR6145099,PRJNA413474,Public_transp,China,Palm_MOS_line,Hong Kong,Asia,Illumina_HiSeq_2000,UHK
SRR6145100,PRJNA413474,Public_transp,China,Palm_TKO_line,Hong Kong,Asia,Illumina_HiSeq_2000,UHK
SRR6145101,PRJNA413474,Public_transp,China,Palm_KT_line,Hong Kong,Asia,Illumina_HiSeq_2000,UHK
SRR6145102,PRJNA413474,Public_transp,China,Palm_ISLAND_line,Hong Kong,Asia,Illumina_HiSeq_2000,UHK
SRR6145103,PRJNA413474,Public_transp,China,Palm_TKO_line,Hong Kong,Asia,Illumina_HiSeq_2000,UHK
SRR6145104,PRJNA413474,Public_transp,China,Palm_ISLAND_line,Hong Kong,Asia,Illumina_HiSeq_2000,UHK
SRR6145105,PRJNA413474,Public_transp,China,Palm_TKO_line,Hong Kong,Asia,Illumina_HiSeq_2000,UHK
